线路名,起点,终点,运营日期,首班车时间,末班车时间,票价,折扣方式,具体站点信息
271路,济郑高铁长清站,山东艺术学院,发车时间,6:10,22:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
271路,山东艺术学院,济郑高铁长清站,发车时间,5:40,22:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
272路,公交营运中心,崮山新区,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
272路,崮山新区,公交营运中心,发车时间,6:30,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
K273路,济莱高铁历城站,地铁丁家庄站,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K273路,地铁丁家庄站,济莱高铁历城站,发车时间,6:45,21:45,2元,济南公交刷卡、支付宝八折优惠,站点详情
K275路,郭店立交桥西,经十路凤凰路,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K275路,北胡,郭店立交桥西,发车时间,6:45,21:45,2元,济南公交刷卡、支付宝八折优惠,站点详情
K278路,鼎秀家园,刘智远小区,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K278路,刘智远小区,鼎秀家园,发车时间,6:40,21:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
K279路,鹊华大道卧东路,高新区政务中心,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K279路,高新区政务中心,鹊华大道卧东路,发车时间,6:45,21:45,2元,济南公交刷卡、支付宝八折优惠,站点详情
K280路,通达冷链物流园,地铁鲍山站,发车时间,6:00,20:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K280路,地铁鲍山站,通达冷链物流园,发车时间,6:40,20:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
K281路,孙村新区,地铁彭家庄站,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K281路,地铁彭家庄站,孙村新区,发车时间,6:40,21:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
K282路,唐王卫生院,文苑街唐冶中路,发车时间,6:00,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
K282路,文苑街唐冶中路,唐王卫生院,发车时间,6:45,19:15,2元,济南公交刷卡、支付宝八折优惠,站点详情
K283路,大明湖火车站,鹊华大道小清河北路,发车时间,6:25,20:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
K283路,鹊华大道小清河北路,大明湖火车站,发车时间,6:35,20:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
K285路,港西路虞山北路,龙奥公交枢纽,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K285路,龙奥公交枢纽,港西路虞山北路,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
300路,莱蒙湖,齐鲁软件园,发车时间,6:00,20:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
300路,齐鲁软件园,莱蒙湖,发车时间,7:00,21:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
K301路,公交营运中心,章丘,发车时间,6:00,19:00,2-8元,无折扣,站点详情
K301路,章丘,公交营运中心,发车时间,6:00,19:00,2-8元,无折扣,站点详情
K302路,公交营运中心,泺口汽车站,发车时间,6:00,17:30,2-3元,无折扣,站点详情
K302路,泺口汽车站,公交营运中心,发车时间,6:20,19:00,2-3元,无折扣,站点详情
303路,燕山立交桥东,玉河泉,发车时间,6:36,18:36,3元,济南公交刷卡、支付宝八折优惠,站点详情
303路,玉河泉,燕山立交桥东,发车时间,5:18,17:28,3元,济南公交刷卡、支付宝八折优惠,站点详情
303支,燕山立交桥东,玉龙,发车时间,7:16,17:16,3元,济南公交刷卡、支付宝八折优惠,站点详情
303支,玉龙,燕山立交桥东,发车时间,5:51,9:11,3元,济南公交刷卡、支付宝八折优惠,站点详情
303支2,虎门西,断岧村,发车时间,6:30,15:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
303支2,断岧村,虎门西,发车时间,7:00,16:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
305路,燕山立交桥东,南泉,发车时间,7:36,19:30,3元,济南公交刷卡、支付宝八折优惠,站点详情
305路,南泉,燕山立交桥东,发车时间,6:01,17:21,3元,济南公交刷卡、支付宝八折优惠,站点详情
306路,舜泰北路凤凰路,济南职业学院,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
306路,济南职业学院,舜泰北路凤凰路,发车时间,5:40,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
B307路,铁厂北路公交车场,韩西,发车时间,6:50,19:50,2元,济南公交刷卡、支付宝八折优惠,站点详情
B307路,韩西,铁厂北路公交车场,发车时间,6:00,18:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
308路,孙村新区,花园路二环东路,发车时间,5:40,19:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
308路,花园路二环东路,孙村新区,发车时间,6:30,20:10,3元,济南公交刷卡、支付宝八折优惠,站点详情
B309路,郭店立交桥西,新航大道机场北路,发车时间,7:00,20:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
B309路,新航大道机场北路,郭店立交桥西,发车时间,5:30,19:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
310路,孟家,秦家道口,发车时间,7:00,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
310路,秦家道口,孟家,发车时间,5:30,17:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
311路,洪家楼,鸡山村,发车时间,6:40,18:40,3元,济南公交刷卡、支付宝八折优惠,站点详情
311路,鸡山村,洪家楼,发车时间,5:40,17:40,3元,济南公交刷卡、支付宝八折优惠,站点详情
312路,九如山,燕山立交桥北,发车时间,5:30,18:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
312路,燕山立交桥北,九如山,发车时间,6:00,19:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
313路,相公吉祥苑,全福立交桥,发车时间,6:20,18:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
313路,全福立交桥,相公吉祥苑,发车时间,7:30,19:10,1元,济南公交刷卡、支付宝八折优惠,站点详情
315路,山东协和学院遥墙校区,全福立交桥,发车时间,5:30,17:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
315路,全福立交桥,山东协和学院遥墙校区,发车时间,6:45,19:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
B316路,郭店立交桥西,娄家,发车时间,7:10,19:50,2元,济南公交刷卡、支付宝八折优惠,站点详情
B316路,娄家,郭店立交桥西,发车时间,5:30,17:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
317路,建大新校区,建大和平校区,发车时间,6:40,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
317路,建大和平校区,建大新校区,发车时间,6:30,20:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
318路,老僧口,洪家楼,发车时间,5:15,17:45,3元,济南公交刷卡、支付宝八折优惠,站点详情
318路,洪家楼,老僧口,发车时间,6:45,19:30,3元,济南公交刷卡、支付宝八折优惠,站点详情
318支,洪家楼,三株唐王度假村,发车时间,8:30,18:30,3元,济南公交刷卡、支付宝八折优惠,站点详情
318支,三株唐王度假村,洪家楼,发车时间,6:10,14:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
321路,孙村新区,花园路二环东路,发车时间,5:40,17:30,3元,济南公交刷卡、支付宝八折优惠,站点详情
321路,花园路二环东路,孙村新区,发车时间,6:30,18:30,3元,济南公交刷卡、支付宝八折优惠,站点详情
322路,柿子园村,洪家楼,临时停运,5:30,17:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
322路,洪家楼,柿子园村,临时停运,7:00,19:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
323路,燕山立交桥东,黑龙峪,发车时间,7:35,16:55,3元,济南公交刷卡、支付宝八折优惠,站点详情
323路,黑龙峪,燕山立交桥东,发车时间,6:00,15:40,3元,济南公交刷卡、支付宝八折优惠,站点详情
325路,燕山立交桥东,上降甘,发车时间,9:05,17:05,3元,济南公交刷卡、支付宝八折优惠,站点详情
325路,上降甘,燕山立交桥东,发车时间,6:00,15:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
326路,西营,燕山立交桥北,发车时间,5:30,17:40,3元,济南公交刷卡、支付宝八折优惠,站点详情
326路,燕山立交桥北,西营,发车时间,7:00,19:15,3元,济南公交刷卡、支付宝八折优惠,站点详情
326支,燕山立交桥北,桃科村委会,发车时间,7:00,18:00,3元,济南公交刷卡、支付宝八折优惠,站点详情
326支,桃科村委会,燕山立交桥北,发车时间,6:00,16:30,3元,济南公交刷卡、支付宝八折优惠,站点详情
B327路,郭店立交桥西,井家,发车时间,8:30,18:35,2元,济南公交刷卡、支付宝八折优惠,站点详情
B327路,井家,郭店立交桥西,发车时间,6:30,16:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
B328路,郭店立交桥西,柴家,发车时间,8:00,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
B328路,柴家,郭店立交桥西,发车时间,6:00,16:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
329路,西营交管所,九如山,发车时间,5:30,18:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
329路,九如山,西营交管所,发车时间,6:00,19:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
330路,西营交管所,拔槊泉,发车时间,5:45,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
330路,拔槊泉,西营交管所,发车时间,6:00,19:45,1元,济南公交刷卡、支付宝八折优惠,站点详情
331路,西营交管所,上藕池村,发车时间,5:30,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
331路,上藕池村,西营交管所,发车时间,6:00,19:45,1元,济南公交刷卡、支付宝八折优惠,站点详情
332路,西营交管所,上降甘,发车时间,6:00,18:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
332路,上降甘,西营交管所,发车时间,5:30,18:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
333路,西营交管所,罗伽水库,发车时间,5:50,18:15,1元,济南公交刷卡、支付宝八折优惠,站点详情
333路,罗伽水库,西营交管所,发车时间,6:10,18:40,1元,济南公交刷卡、支付宝八折优惠,站点详情
334路,西营交管所,十八盘村,发车时间,5:30,18:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
334路,十八盘村,西营交管所,发车时间,6:00,19:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
335路,西营交管所,道沟村,发车时间,5:30,18:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
335路,道沟村,西营交管所,发车时间,6:00,18:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
336路,西营交管所,林枝村,发车时间,6:30,17:10,1元,济南公交刷卡、支付宝八折优惠,站点详情
336路,林枝村,西营交管所,发车时间,7:05,18:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
337路,西营交管所,石门沟村,发车时间,6:30,17:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
337路,石门沟村,西营交管所,发车时间,7:00,17:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
338路,西营交管所,秦口峪村,发车时间,5:45,18:15,1元,济南公交刷卡、支付宝八折优惠,站点详情
338路,秦口峪村,西营交管所,发车时间,6:00,18:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
339路,西营交管所,老峪村委会,发车时间,6:30,17:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
339路,老峪村委会,西营交管所,发车时间,7:00,17:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
340路,西营交管所,王家庄村,发车时间,6:40,16:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
340路,王家庄村,西营交管所,发车时间,7:00,16:50,1元,济南公交刷卡、支付宝八折优惠,站点详情
501路,大坝公交车场,天桥街,发车时间,6:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
501路,天桥街,大坝公交车场,发车时间,6:30,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
502路,文庄东路文庄北路,二环南路玉兴路,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
502路,二环南路玉兴路,文庄东路文庄北路,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
503路,白马山公交车场,阳光新路北口,发车时间,6:30,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
503路,阳光新路北口,白马山公交车场,发车时间,7:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
504路,葛家庄公交车场,山水庭院小区,发车时间,6:15,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
504路,山水庭院小区,葛家庄公交车场,发车时间,6:35,20:20,1元,济南公交刷卡、支付宝八折优惠,站点详情
505路,重汽彩世界,潍坊路安澜北路,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
505路,潍坊路安澜北路,重汽彩世界,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
506路,领秀城东区公交车场,玉函小区南区,发车时间,6:00,20:35,1元,济南公交刷卡、支付宝八折优惠,站点详情
506路,玉函小区南区,领秀城东区公交车场,发车时间,6:25,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
508路,北大槐树街西口,大观园,发车时间,6:30,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
508路,大观园,北大槐树街西口,发车时间,6:50,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
509路,西八公交车场,中海御峰官邸,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
509路,中海御峰官邸,西八公交车场,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
510路,黄金山水郡公交车场,葛家庄公交车场,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
510路,葛家庄公交车场,黄金山水郡公交车场,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
511路,二环北路公交车场,长途汽车站,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
511路,长途汽车站,二环北路公交车场,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
512路,西八公交车场,华润仰山东,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
512路,华润仰山东,西八公交车场,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
513路,省建筑机械厂,腊山立交桥,发车时间,5:30,20:45,1元,济南公交刷卡、支付宝八折优惠,站点详情
513路,腊山立交桥,省建筑机械厂,发车时间,5:40,21:15,1元,济南公交刷卡、支付宝八折优惠,站点详情
515路,省立医院东院区,龙腾路龙驰路,发车时间,5:45,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
515路,龙腾路龙驰路,燕山新居南门,发车时间,6:10,22:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
516路,唐冶公交枢纽,地铁彭家庄站,发车时间,5:30,22:45,1元,济南公交刷卡、支付宝八折优惠,站点详情
516路,地铁彭家庄站,唐冶公交枢纽,发车时间,6:00,23:15,1元,济南公交刷卡、支付宝八折优惠,站点详情
517路,唐冶公交枢纽,地铁彭家庄站,发车时间,5:30,22:45,1元,济南公交刷卡、支付宝八折优惠,站点详情
517路,地铁彭家庄站,唐冶公交枢纽,发车时间,6:00,23:15,1元,济南公交刷卡、支付宝八折优惠,站点详情
518路,瀚裕华园,龙泽路北口,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
518路,龙泽路北口,瀚裕华园,发车时间,6:00,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
519路,省立医院东院区,港沟,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
519路,港沟,燕山新居南门,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
522路,铁厂北路公交车场,景阳路望华南街,发车时间,6:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
522路,景阳路望华南街,铁厂北路公交车场,发车时间,6:30,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
523路,腊山立交桥,清源路齐州路,发车时间,5:40,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
523路,清源路齐州路,腊山立交桥,发车时间,6:10,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
526路,青年桥,舜玉路,发车时间,6:30,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
526路,舜玉路,青年桥,发车时间,6:50,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
527路,舜耕路玉函小区北路,华润紫云府,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
527路,华润紫云府,舜耕路玉函小区北路,发车时间,6:00,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
529路,济南东站公交东枢纽,郭家,发车时间,5:45,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
529路,郭家,济南东站公交东枢纽,发车时间,6:20,22:05,1元,济南公交刷卡、支付宝八折优惠,站点详情
530路,全运媒体村,太平庄村,发车时间,7:15,17:45,1元,济南公交刷卡、支付宝八折优惠,站点详情
530路,太平庄村,全运媒体村,发车时间,7:30,18:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
531路,地铁大学城站,山东师范大学西门,临时停运,16:00,22:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
531路,山东师范大学西门,地铁大学城站,临时停运,16:20,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
532路,赵家庄,北园大街生产路,发车时间,6:30,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
532路,北园大街生产路,赵家庄,发车时间,6:55,20:25,1元,济南公交刷卡、支付宝八折优惠,站点详情
533路,白马山公交车场,英雄山文化市场,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
533路,英雄山文化市场,白马山公交车场,发车时间,7:00,21:25,1元,济南公交刷卡、支付宝八折优惠,站点详情
536路,石门,华能路华信路,发车时间,6:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
536路,华能路华信路,石门,发车时间,6:35,20:35,1元,济南公交刷卡、支付宝八折优惠,站点详情
537路,黄金山水郡公交车场,地铁丁家庄站,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
537路,地铁丁家庄站,黄金山水郡公交车场,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
539路,鼎秀家园,渤海银行,发车时间,6:00,21:40,1元,济南公交刷卡、支付宝八折优惠,站点详情
539路,渤海银行,鼎秀家园,发车时间,6:30,22:10,1元,济南公交刷卡、支付宝八折优惠,站点详情
541路,解放桥北,花园路洪家楼西路,发车时间,6:30,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
541路,花园路洪家楼西路,解放桥北,发车时间,7:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
542路,中央商务区公交车场,徐家庄北,发车时间,6:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
542路,徐家庄北,中央商务区公交车场,发车时间,6:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
550路,公交祝甸车场,舜华路天辰路,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
550路,舜华路天辰路,公交祝甸车场,发车时间,6:30,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
552路,省立医院东院区,汉峪西路,发车时间,5:55,22:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
552路,汉峪西路,省立医院东院区,发车时间,6:00,22:50,1元,济南公交刷卡、支付宝八折优惠,站点详情
555路,舜耕山庄停车场,舜耕山庄停车场,临时停运,9:00,16:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
561路,搬倒井鑫苑,兴隆街道办事处,发车时间,6:30,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
561路,兴隆街道办事处,搬倒井鑫苑,发车时间,6:40,20:10,1元,济南公交刷卡、支付宝八折优惠,站点详情
563路,汉峪西路,中心医院东院西门,发车时间,6:30,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
563路,中心医院东院西门,汉峪西路,发车时间,6:55,20:25,1元,济南公交刷卡、支付宝八折优惠,站点详情
566路,地铁彭家庄站,李家东路北段,发车时间,5:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
566路,李家东路北段,地铁彭家庄站,发车时间,6:00,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
567路,坤顺路奥体中路,工业南路彤霞路,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
567路,工业南路彤霞路,坤顺路奥体中路,发车时间,6:15,21:15,1元,济南公交刷卡、支付宝八折优惠,站点详情
568路,八里桥公交加油站,天桥南,发车时间,6:30,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
568路,天桥南,八里桥公交加油站,发车时间,6:50,20:50,1元,济南公交刷卡、支付宝八折优惠,站点详情
570路,公交祝甸车场,工业南路舜华路,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
570路,工业南路舜华路,公交祝甸车场,发车时间,6:25,20:55,1元,济南公交刷卡、支付宝八折优惠,站点详情
571路,王官庄小区东区,英雄山文化市场,发车时间,6:30,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
571路,英雄山文化市场,王官庄小区东区,发车时间,6:50,20:50,1元,济南公交刷卡、支付宝八折优惠,站点详情
572路,中海御峰官邸,邵而东村村委会,发车时间,6:30,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
572路,邵而东村村委会,中海御峰官邸,发车时间,6:00,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
573路,洪家楼,南全福小区,发车时间,6:30,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
573路,南全福小区,洪家楼,发车时间,6:45,20:45,1元,济南公交刷卡、支付宝八折优惠,站点详情
575路,邹庄新村,八里桥,发车时间,6:00,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
575路,八里桥,邹庄新村,发车时间,6:35,20:35,1元,济南公交刷卡、支付宝八折优惠,站点详情
576路,大桥街道办事处,鹊华九里居,发车时间,6:00,19:40,1元,济南公交刷卡、支付宝八折优惠,站点详情
576路,鹊华九里居,大桥街道办事处,发车时间,6:20,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
577路,大明湖西南门,青龙桥,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
577路,青龙桥,大明湖西南门,发车时间,6:50,21:20,1元,济南公交刷卡、支付宝八折优惠,站点详情
578路,鹊华大道卧东路,北全福,发车时间,6:00,20:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
578路,北全福,鹊华大道卧东路,发车时间,6:30,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
580路,唐冶公交枢纽,神武新村,发车时间,6:30,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
580路,神武新村,唐冶公交枢纽,发车时间,6:45,20:15,1元,济南公交刷卡、支付宝八折优惠,站点详情
581路,郭店立交桥西,山东建筑大学,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
581路,山东建筑大学,郭店立交桥西,发车时间,6:30,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
582路,鲍山花园北区,山东建筑大学,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
582路,山东建筑大学,鲍山花园北区,发车时间,6:25,21:25,1元,济南公交刷卡、支付宝八折优惠,站点详情
583路,小岭雅苑,舜耕路兴济河,发车时间,6:30,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
583路,舜耕路兴济河,小岭雅苑,发车时间,6:50,20:20,1元,济南公交刷卡、支付宝八折优惠,站点详情
585路,文贤居, 济南大学,发车时间,6:30,19:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
585路,济南大学,文贤居,发车时间,6:50,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
游770路,济南西站公交枢纽,市立一院,法定节假日,9:30,17:30,20,无折扣,站点详情
游770路,市立一院,济南西站公交枢纽,法定节假日,10:30,18:30,20,无折扣,站点详情
游777路,趵突泉东门,趵突泉东门,发车时间,10:00,17:00,29.9元,无折扣,站点详情
778路,华阳宫,华阳宫,临时停运,9:00,16:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT1,全福立交桥西,济南西站公交枢纽,发车时间,5:10,22:50,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT1,济南西站公交枢纽,全福立交桥西,发车时间,5:10,0:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT2,北关北路,燕山立交桥北,发车时间,5:30,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT2,燕山立交桥北,北关北路,发车时间,5:30,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT3,全福立交桥西,黄岗路,发车时间,5:30,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT3,黄岗路,全福立交桥西,发车时间,5:30,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT4,鹊华大道卧东路,山东技师学院,发车时间,5:10,22:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT4,山东技师学院,鹊华大道卧东路,发车时间,5:30,22:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT5,全运媒体村,济南站,发车时间,6:00,22:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT5,济南站,全运媒体村,发车时间,6:00,22:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT6,北全福,省立医院东院区,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT6,省立医院东院区,北全福,发车时间,6:00,21:05,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT7,邹庄新村,济南大学,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT7,济南大学,邹庄新村,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT8,解放桥北,郭店立交桥西,发车时间,5:30,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT8,郭店立交桥西,解放桥北,发车时间,5:30,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT9,燕山立交桥北,大涧沟北,发车时间,6:00,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT9,大涧沟北,燕山立交桥北,发车时间,5:50,21:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT10,黄岗路,凤凰山立交桥,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT10,凤凰山立交桥,黄岗路,发车时间,6:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT11,济南东站公交西枢纽,全福立交桥,发车时间,6:00,0:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT11,全福立交桥,济南东站公交西枢纽,发车时间,5:00,23:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT12,全运媒体村,济南东站公交西枢纽,发车时间,5:20,23:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT12,济南东站公交西枢纽,全运媒体村,发车时间,5:45,0:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT13,青岛路公交车场,黄岗路,发车时间,6:30,20:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
BRT13,黄岗路,青岛路公交车场,发车时间,6:30,20:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T1路,西八公交车场,舜华南路辰祥路,工作日,6:20,16:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
T1路,舜华南路辰祥路,西八公交车场,工作日,7:20,17:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
T2路,鲁能领秀公馆,解放桥,工作日,6:25,17:35,2元,济南公交刷卡、支付宝八折优惠,站点详情
